_RAJ2000	_DEJ2000	RAJ2000	DEJ2000	2MASS	Jmag	e_Jmag	Hmag	e_Hmag	Kmag	e_Kmag	Qflg	Rflg	Bflg	Cflg	Xflg	Aflg
008.187004	+48.381271	008.187004	+48.381271	00324488+4822525	16.114	0.091	15.222	0.083	15.063	0.111	AAB	222	111	000	0	0
008.195402	+48.409489	008.195402	+48.409489	00324689+4824341	16.250	0.103	15.666	0.106	15.292	0.132	ABB	222	111	000	0	0
008.217630	+48.410755	008.217630	+48.410755	00325223+4824387	13.952	0.026	13.522	0.026	13.488	0.031	AAA	222	111	000	0	0
008.187503	+48.430145	008.187503	+48.430145	00324500+4825485	14.687	0.031	14.417	0.037	14.369	0.061	AAA	222	111	000	0	0
008.213782	+48.433456	008.213782	+48.433456	00325130+4826004	16.322		15.859	0.145	15.233	0.141	UBB	022	011	000	0	0
008.216391	+48.405437	008.216391	+48.405437	00325193+4824195	14.340	0.024	13.908	0.033	13.760	0.041	AAA	222	111	000	0	0
008.200411	+48.390591	008.200411	+48.390591	00324809+4823261	16.229	0.096	16.029	0.146	16.099	0.255	ACD	222	111	ccc	0	0
008.226162	+48.425613	008.226162	+48.425613	00325427+4825322	15.563	0.049	15.088	0.077	15.003	0.112	AAB	222	111	000	0	0
008.211541	+48.400856	008.211541	+48.400856	00325076+4824030	15.762	0.064	15.267	0.076	15.357	0.135	AAB	222	111	000	0	0
008.226568	+48.411549	008.226568	+48.411549	00325437+4824415	16.497	0.122	16.001	0.156	15.781	0.219	BCD	222	111	000	0	0
008.231506	+48.421627	008.231506	+48.421627	00325556+4825178	14.498	0.028	13.829	0.027	13.633	0.035	AAA	222	111	000	0	0
008.249531	+48.403927	008.249531	+48.403927	00325988+4824141	15.301	0.044	14.568	0.046	14.542	0.072	AAA	222	111	000	0	0
008.247489	+48.405506	008.247489	+48.405506	00325939+4824198	14.780	0.042	14.522	0.045	14.440	0.071	AAA	222	111	000	0	0
008.237071	+48.425613	008.237071	+48.425613	00325689+4825322	15.919	0.071	15.563	0.103	15.091	0.116	AAB	222	111	000	0	0
008.243538	+48.394234	008.243538	+48.394234	00325844+4823392	17.054	0.188	16.047	0.142	15.730		CCU	220	110	000	0	0
008.244705	+48.430771	008.244705	+48.430771	00325872+4825507	16.204	0.087	15.751	0.123	15.538	0.163	ABC	222	111	000	0	0
008.244933	+48.385536	008.244933	+48.385536	00325878+4823079	16.517	0.122	16.027	0.144	15.486	0.155	BCC	222	111	000	0	0
008.217588	+48.382721	008.217588	+48.382721	00325222+4822577	15.197	0.041	14.816	0.060	14.594	0.071	AAA	222	111	000	0	0
008.209398	+48.401623	008.209398	+48.401623	00325025+4824058	16.463	0.115	16.025	0.151	15.650	0.176	BCC	222	111	cc0	0	0
008.230770	+48.394032	008.230770	+48.394032	00325538+4823385	15.062	0.042	14.750	0.051	14.598	0.072	AAA	222	111	000	0	0
008.207097	+48.393360	008.207097	+48.393360	00324970+4823360	10.553	0.022	10.012	0.021	9.893	0.018	AAA	222	111	000	0	0
008.240768	+48.394859	008.240768	+48.394859	00325778+4823414	16.355	0.111	16.057	0.157	15.391	0.152	BCB	222	111	000	0	0
008.249990	+48.380390	008.249990	+48.380390	00325999+4822494	15.524	0.053	15.260	0.078	15.067	0.112	AAB	222	111	000	0	0
008.201944	+48.396168	008.201944	+48.396168	00324846+4823462	14.709	0.032	13.981	0.024	13.729	0.030	AAA	222	111	000	0	0
008.206755	+48.400749	008.206755	+48.400749	00324962+4824026	14.855	0.034	14.192	0.040	13.917	0.046	AAA	222	111	000	0	0
008.307231	+48.427780	008.307231	+48.427780	00331373+4825400	16.185	0.084	15.846	0.154	15.693	0.194	ABC	222	111	000	0	0
008.250202	+48.433418	008.250202	+48.433418	00330004+4826003	16.129	0.084	15.471	0.100	15.013	0.109	AAB	222	111	000	0	0
008.255109	+48.401276	008.255109	+48.401276	00330122+4824045	15.004	0.045	14.559	0.053	14.479	0.074	AAA	222	111	000	0	0
008.252937	+48.402351	008.252937	+48.402351	00330070+4824084	14.281	0.041	13.830	0.051	13.761	0.052	AAA	222	111	000	0	0
008.256072	+48.429623	008.256072	+48.429623	00330145+4825466	16.722	0.147	16.048	0.168	15.211	0.133	BCB	222	111	000	0	0
008.299314	+48.431446	008.299314	+48.431446	00331183+4825532	15.588	0.054	15.281	0.075	15.209	0.124	AAB	222	111	000	0	0
008.262218	+48.407070	008.262218	+48.407070	00330293+4824254	14.419	0.031	14.106	0.039	14.071	0.050	AAA	222	111	000	0	0
008.312282	+48.407146	008.312282	+48.407146	00331494+4824257	15.612	0.054	15.187	0.076	14.923	0.104	AAA	222	111	000	0	0
008.258309	+48.388332	008.258309	+48.388332	00330199+4823179	15.138	0.041	14.789	0.053	14.757	0.084	AAA	222	111	000	0	0
008.300772	+48.385551	008.300772	+48.385551	00331218+4823079	16.781	0.140	16.791		16.458		BUU	200	100	000	0	0
008.312209	+48.379662	008.312209	+48.379662	00331493+4822467	11.932	0.022	11.685	0.023	11.596	0.019	AAA	222	111	000	0	0
008.303614	+48.378468	008.303614	+48.378468	00331286+4822424	14.907	0.033	14.432	0.046	14.296	0.055	AAA	222	111	000	0	0
008.304676	+48.391125	008.304676	+48.391125	00331312+4823280	15.625	0.056	15.203	0.073	15.099	0.119	AAB	222	111	000	0	0
008.291141	+48.418743	008.291141	+48.418743	00330987+4825074	12.526	0.022	12.210	0.026	12.116	0.022	AAA	222	111	000	0	0
008.281277	+48.419937	008.281277	+48.419937	00330750+4825117	16.019	0.071	15.704	0.127	15.485	0.164	ABC	222	111	000	0	0
008.275982	+48.386986	008.275982	+48.386986	00330623+4823131	16.408	0.103	15.680	0.120	16.160		ABU	220	110	000	0	0
008.283301	+48.393124	008.283301	+48.393124	00330799+4823352	10.728	0.022	10.437	0.023	10.350	0.019	AAA	222	111	000	0	0
008.278687	+48.431831	008.278687	+48.431831	00330688+4825545	16.791	0.153	16.398		16.469		BUU	200	100	000	0	0
008.259171	+48.384903	008.259171	+48.384903	00330220+4823056	13.397	0.024	13.069	0.024	12.985	0.024	AAA	222	111	000	0	0
008.287892	+48.403824	008.287892	+48.403824	00330909+4824137	16.858	0.146	16.559		16.772		CUU	200	100	000	0	0
008.339150	+48.436077	008.339150	+48.436077	00332139+4826098	11.753	0.023	11.501	0.019	11.437	0.017	AAA	222	111	000	0	0
008.351599	+48.387493	008.351599	+48.387493	00332438+4823149	15.184	0.043	14.871	0.062	14.661	0.069	AAA	222	111	000	0	0
008.338250	+48.418369	008.338250	+48.418369	00332118+4825061	11.828	0.022	11.583	0.021	11.531	0.018	AAA	222	111	000	0	0
008.358096	+48.377659	008.358096	+48.377659	00332594+4822395	15.653	0.067	14.797	0.061	14.487		AAU	226	120	0c0	0	0
008.352590	+48.391674	008.352590	+48.391674	00332462+4823300	16.208	0.086	15.575	0.104	15.617	0.158	AAC	222	111	c00	0	0
008.356035	+48.379292	008.356035	+48.379292	00332544+4822454	15.998	0.093	15.514	0.101	14.964		AAU	226	220	cc0	0	0
008.356031	+48.379345	008.356031	+48.379345	00332544+4822456	16.405	0.112	15.925	0.142	14.977		BBU	226	220	cc0	0	0
008.336025	+48.408352	008.336025	+48.408352	00332064+4824300	15.941	0.073	15.622	0.098	15.313	0.125	AAB	222	111	ccc	0	0
008.349795	+48.389774	008.349795	+48.389774	00332395+4823231	13.727	0.023	13.377	0.021	13.232	0.032	AAA	222	111	000	0	0
008.321639	+48.396465	008.321639	+48.396465	00331719+4823472	17.115	0.203	16.636	0.241	15.763	0.204	CDC	222	111	000	0	0
008.326028	+48.384232	008.326028	+48.384232	00331824+4823032	12.699	0.023	12.396	0.021	12.294	0.019	AAA	222	111	000	0	0
008.332005	+48.409576	008.332005	+48.409576	00331968+4824344	12.460	0.022	11.767	0.021	11.611	0.018	AAA	222	111	000	0	0
008.331852	+48.412460	008.331852	+48.412460	00331964+4824448	14.618	0.033	13.924	0.033	13.584	0.035	AAA	222	111	000	0	0
008.333101	+48.433529	008.333101	+48.433529	00331994+4826007	15.745	0.065	15.206	0.070	15.256	0.132	AAB	222	111	000	0	0
008.313607	+48.435741	008.313607	+48.435741	00331526+4826086	14.850	0.039	14.361	0.046	14.259	0.055	AAA	222	111	000	0	0
008.318976	+48.416759	008.318976	+48.416759	00331655+4825003	16.598	0.123	16.000	0.143	15.413	0.149	BBB	222	111	000	0	0
008.326444	+48.388676	008.326444	+48.388676	00331834+4823192	16.259	0.095	15.870	0.130	15.589	0.183	ABC	222	111	000	0	0
008.331683	+48.398464	008.331683	+48.398464	00331960+4823544	15.169	0.048	14.712	0.050	14.562	0.064	AAA	222	111	000	0	0
008.349078	+48.375847	008.349078	+48.375847	00332377+4822330	16.614	0.134	16.101	0.172	15.567		BCU	220	110	cc0	0	0
008.335290	+48.392803	008.335290	+48.392803	00332046+4823340	16.630	0.138	15.908	0.139	15.194	0.120	BBB	222	111	000	0	0
008.347762	+48.377277	008.347762	+48.377277	00332346+4822381	13.487	0.026	12.992	0.024	12.838	0.023	AAA	222	111	000	0	0
008.337029	+48.412273	008.337029	+48.412273	00332088+4824441	16.413	0.113	16.552		15.758	0.201	BUC	202	101	000	0	0
008.335006	+48.384975	008.335006	+48.384975	00332040+4823059	16.324	0.089	16.005	0.144	15.667	0.178	ABC	222	111	000	0	0
008.333136	+48.381550	008.333136	+48.381550	00331995+4822535	16.445	0.113	15.606	0.108	15.473	0.171	BAC	222	111	000	0	0
008.333780	+48.396332	008.333780	+48.396332	00332010+4823467	16.030	0.081	15.402	0.088	15.288	0.129	AAB	222	111	000	0	0
008.333392	+48.383003	008.333392	+48.383003	00332001+4822588	16.397	0.113	15.765	0.143	15.670	0.190	BBC	222	111	000	0	0
008.348056	+48.427124	008.348056	+48.427124	00332353+4825376	14.121	0.026	13.671	0.026	13.554	0.031	AAA	222	111	000	0	0
008.326765	+48.414986	008.326765	+48.414986	00331842+4824539	16.507	0.118	15.902	0.131	15.724	0.190	BBC	222	111	000	0	0
008.352955	+48.426868	008.352955	+48.426868	00332470+4825367	14.853	0.034	14.508	0.041	14.492	0.067	AAA	222	111	000	0	0
008.362582	+48.405159	008.362582	+48.405159	00332701+4824185	15.331	0.043	14.871	0.058	14.804	0.085	AAA	222	111	000	0	0
008.358592	+48.415722	008.358592	+48.415722	00332606+4824565	15.473	0.052	14.871	0.057	14.638	0.070	AAA	222	111	000	0	0
008.356996	+48.423771	008.356996	+48.423771	00332567+4825255	16.333	0.100	15.983	0.133	15.615	0.178	ABC	222	111	000	0	0
008.348440	+48.431835	008.348440	+48.431835	00332362+4825546	14.726	0.034	14.321	0.037	14.095	0.048	AAA	222	111	000	0	0
008.354625	+48.422485	008.354625	+48.422485	00332511+4825209	16.222	0.094	16.060	0.164	15.457	0.153	ACB	222	111	000	0	0
008.373650	+48.410942	008.373650	+48.410942	00332967+4824393	16.140	0.089	15.609	0.109	15.246		ABU	220	110	000	0	0
008.407675	+48.393112	008.407675	+48.393112	00333784+4823352	15.895		15.916	0.139	14.766		UBU	626	020	0c0	0	0
008.408391	+48.392300	008.408391	+48.392300	00333801+4823322	15.717		15.300	0.087	14.625		UAU	626	020	0c0	0	0
008.406810	+48.387112	008.406810	+48.387112	00333763+4823136	15.610	0.058	15.375	0.076	15.172	0.125	AAB	222	111	000	0	0
008.393575	+48.375275	008.393575	+48.375275	00333445+4822309	16.682	0.130	15.922	0.141	15.536	0.169	BBC	222	111	000	0	0
008.399616	+48.395248	008.399616	+48.395248	00333590+4823428	15.850	0.072	15.293	0.072	14.794	0.087	AAA	222	111	000	0	0
008.396324	+48.394478	008.396324	+48.394478	00333511+4823401	15.127	0.042	14.592	0.050	14.478	0.067	AAA	222	111	000	0	0
008.380570	+48.378132	008.380570	+48.378132	00333133+4822412	15.216	0.047	14.913	0.064	14.766	0.084	AAA	222	111	000	0	0
008.384882	+48.390697	008.384882	+48.390697	00333237+4823265	16.951	0.168	16.394	0.209	15.994	0.249	CCD	222	111	000	0	0
008.410391	+48.380173	008.410391	+48.380173	00333849+4822486	16.205	0.088	15.864	0.134	15.653	0.179	ABC	222	111	000	0	0
008.378454	+48.395611	008.378454	+48.395611	00333082+4823441	15.730	0.059	15.062	0.066	15.000	0.106	AAA	222	111	000	0	0
008.383075	+48.394211	008.383075	+48.394211	00333193+4823391	13.820	0.026	13.453	0.027	13.370	0.027	AAA	222	111	000	0	0
008.420579	+48.418564	008.420579	+48.418564	00334093+4825068	15.191	0.044	14.597	0.050	14.519	0.073	AAA	222	111	000	0	0
008.414576	+48.431862	008.414576	+48.431862	00333949+4825547	15.803	0.066	15.306	0.086	15.078	0.108	AAA	222	111	000	0	0
008.420976	+48.434395	008.420976	+48.434395	00334103+4826038	14.594	0.027	14.308	0.040	14.277	0.057	AAA	222	111	000	0	0
008.413159	+48.410740	008.413159	+48.410740	00333915+4824386	15.269	0.043	14.817	0.055	14.645	0.075	AAA	222	111	000	0	0
008.428857	+48.378632	008.428857	+48.378632	00334292+4822430	15.940	0.075	15.488	0.099	15.111	0.121	AAB	222	111	000	0	0
008.437321	+48.399200	008.437321	+48.399200	00334495+4823571	15.664	0.058	14.874	0.055	14.805	0.109	AAA	222	111	000	0	0
008.386401	+48.431583	008.386401	+48.431583	00333273+4825536	16.965	0.177	15.800	0.128	15.615	0.170	CBC	222	111	000	0	0
008.432359	+48.425255	008.432359	+48.425255	00334376+4825309	16.637	0.137	16.046		15.989	0.250	BUD	202	101	000	0	0
008.436806	+48.436516	008.436806	+48.436516	00334483+4826114	13.878	0.026	13.241	0.027	13.107	0.030	AAA	222	111	000	0	0
008.421504	+48.410164	008.421504	+48.410164	00334116+4824365	13.324	0.022	12.777	0.024	12.638	0.024	AAA	222	111	000	0	0
008.425476	+48.426517	008.425476	+48.426517	00334211+4825354	15.284	0.047	14.619	0.057	14.569	0.080	AAA	222	111	000	0	0
008.489318	+48.387009	008.489318	+48.387009	00335743+4823132	15.982	0.070	15.448	0.089	15.159	0.112	AAB	222	111	000	0	0
008.439189	+48.430599	008.439189	+48.430599	00334540+4825501	15.545	0.054	15.426	0.098	15.006	0.096	AAA	222	111	000	0	0
008.482909	+48.399513	008.482909	+48.399513	00335589+4823582	16.020	0.079	15.412	0.090	15.505	0.163	AAC	222	111	000	0	0
008.482099	+48.433720	008.482099	+48.433720	00335570+4826013	16.874	0.152	15.948	0.130	15.827	0.216	CBC	222	111	000	0	0
008.490045	+48.376389	008.490045	+48.376389	00335761+4822350	14.060	0.027	13.525	0.031	13.457	0.034	AAA	222	111	000	0	0
008.454830	+48.425804	008.454830	+48.425804	00334915+4825328	17.036	0.184	16.365	0.201	15.939	0.247	CCD	222	111	000	0	0
008.467318	+48.416451	008.467318	+48.416451	00335215+4824592	15.294		15.053	0.087	15.234	0.140	UAB	622	022	0cc	0	0
008.470995	+48.404064	008.470995	+48.404064	00335303+4824146	14.047	0.023	13.737	0.030	13.603	0.035	AAA	222	111	000	0	0
008.452770	+48.429733	008.452770	+48.429733	00334866+4825470	15.918	0.068	15.465	0.093	15.146	0.118	AAB	222	111	000	0	0
008.474212	+48.401131	008.474212	+48.401131	00335381+4824040	12.903	0.023	12.631	0.026	12.583	0.021	AAA	222	111	000	0	0
008.468076	+48.430721	008.468076	+48.430721	00335233+4825505	9.524	0.023	9.297	0.021	9.238	0.019	AAA	222	111	000	0	0
008.474927	+48.416496	008.474927	+48.416496	00335398+4824593	16.156	0.089	15.700	0.113	15.912	0.223	ABD	222	111	000	0	0
008.481569	+48.410633	008.481569	+48.410633	00335557+4824382	11.397	0.022	11.077	0.023	10.996	0.018	AAA	222	111	000	0	0
008.467125	+48.415550	008.467125	+48.415550	00335211+4824559	15.534		15.657	0.107	15.324	0.144	UAB	622	022	0cc	0	0
008.443738	+48.376270	008.443738	+48.376270	00334649+4822345	14.829	0.050	14.314	0.055	13.903		AAU	220	110	000	0	0
008.443750	+48.379642	008.443750	+48.379642	00334650+4822467	16.779	0.142	16.827		16.214		BUU	200	100	000	0	0
008.470383	+48.380280	008.470383	+48.380280	00335289+4822490	13.356	0.031	12.913	0.038	12.830	0.037	AAA	222	121	0c0	0	0
008.449266	+48.381676	008.449266	+48.381676	00334782+4822540	16.512	0.115	16.246	0.179	15.992		BCU	220	110	000	0	0
008.439463	+48.382114	008.439463	+48.382114	00334547+4822556	16.446	0.099	15.317	0.082	15.467	0.170	BAC	222	111	000	0	0
008.439629	+48.385975	008.439629	+48.385975	00334551+4823095	15.860	0.076	15.115	0.070	14.946	0.114	AAB	222	111	000	0	0
008.461762	+48.391590	008.461762	+48.391590	00335082+4823297	15.775	0.057	15.340	0.083	15.381	0.131	AAB	222	111	000	0	0
008.468417	+48.380398	008.468417	+48.380398	00335242+4822494	14.132	0.029	13.396	0.031	13.231	0.030	AAA	222	121	cc0	0	0
008.473783	+48.396481	008.473783	+48.396481	00335370+4823473	13.438	0.023	12.932	0.026	12.807	0.024	AAA	222	111	000	0	0
008.459936	+48.382500	008.459936	+48.382500	00335038+4822570	16.899	0.151	16.412	0.222	16.050	0.245	CDD	222	111	000	0	0
008.448777	+48.396931	008.448777	+48.396931	00334770+4823489	13.180	0.023	12.453	0.021	12.297	0.021	AAA	222	111	000	0	0
008.446664	+48.389851	008.446664	+48.389851	00334719+4823234	16.803	0.140	16.231	0.179	15.626	0.175	BCC	222	111	000	0	0
008.438041	+48.377754	008.438041	+48.377754	00334512+4822399	16.655	0.125	16.356	0.196	15.710	0.201	BCC	222	111	000	0	0
008.443876	+48.376530	008.443876	+48.376530	00334653+4822355	14.497		14.040		14.217	0.068	UUA	002	001	000	0	0
008.478007	+48.379940	008.478007	+48.379940	00335472+4822477	16.605		16.042	0.151	15.963	0.249	UBD	022	011	000	0	0
008.535459	+48.403645	008.535459	+48.403645	00340851+4824131	16.756	0.180	15.850	0.173	15.821	0.282	CCD	222	111	000	0	0
008.526678	+48.404793	008.526678	+48.404793	00340640+4824172	16.194	0.099	15.607	0.140	15.085	0.144	ABB	222	111	000	0	0
008.527159	+48.375950	008.527159	+48.375950	00340651+4822334	15.013	0.041	14.663	0.068	14.527	0.088	AAA	222	111	000	0	0
008.534164	+48.375458	008.534164	+48.375458	00340819+4822316	14.900	0.039	14.588	0.057	14.352	0.080	AAA	222	111	000	0	0
008.540520	+48.387409	008.540520	+48.387409	00340972+4823146	16.387	0.115	16.918		15.693	0.238	BUD	202	101	000	0	0
008.518980	+48.397724	008.518980	+48.397724	00340455+4823518	15.218	0.044	14.873	0.073	14.472	0.083	AAA	222	111	000	0	0
008.519843	+48.394962	008.519843	+48.394962	00340476+4823418	16.440	0.125	15.880	0.176	15.574	0.215	BCD	222	111	000	0	0
008.508834	+48.391720	008.508834	+48.391720	00340212+4823301	15.343	0.050	14.952	0.078	14.886	0.120	AAB	222	111	000	0	0
008.521903	+48.419155	008.521903	+48.419155	00340525+4825089	15.193	0.047	14.815	0.071	14.707	0.101	AAA	222	111	000	0	0
008.518602	+48.414104	008.518602	+48.414104	00340446+4824507	16.688	0.148	15.996	0.186	15.469		BCU	220	110	000	0	0
008.551841	+48.416573	008.551841	+48.416573	00341244+4824596	15.477	0.059	15.281	0.113	14.953	0.136	ABB	222	111	ccc	0	0
008.536840	+48.420387	008.536840	+48.420387	00340884+4825133	15.472	0.050	15.205	0.097	14.831	0.115	AAB	222	111	000	0	0
008.553593	+48.382679	008.553593	+48.382679	00341286+4822576	16.320	0.108	15.906	0.172	15.745	0.258	BCD	222	111	000	0	0
008.557946	+48.395592	008.557946	+48.395592	00341390+4823441	14.905	0.037	14.547	0.060	14.500	0.087	AAA	222	111	000	0	0
008.558181	+48.437134	008.558181	+48.437134	00341396+4826136	16.230	0.108	15.703	0.150	15.440		ABU	220	110	000	0	0
008.507338	+48.406799	008.507338	+48.406799	00340176+4824244	16.107	0.095	15.801	0.169	16.220		ACU	220	110	000	0	0
008.553546	+48.397972	008.553546	+48.397972	00341285+4823526	15.898	0.081	15.761	0.161	15.511	0.221	ACD	222	111	000	0	0
008.549382	+48.415237	008.549382	+48.415237	00341185+4824548	13.014	0.022	12.589	0.024	12.479	0.025	AAA	222	111	000	0	0
008.612672	+48.402901	008.612672	+48.402901	00342704+4824104	16.532	0.135	15.665	0.152	15.730	0.271	BBD	222	111	000	0	0
008.590945	+48.397888	008.590945	+48.397888	00342182+4823523	15.462	0.059	14.781	0.073	14.716	0.110	AAB	222	111	000	0	0
008.621511	+48.415318	008.621511	+48.415318	00342916+4824551	15.760	0.077	15.415	0.123	15.424	0.200	ABC	222	111	000	0	0
008.570975	+48.394215	008.570975	+48.394215	00341703+4823391	15.495	0.056	15.030	0.092	14.953	0.122	AAB	222	111	000	0	0
008.617973	+48.398678	008.617973	+48.398678	00342831+4823552	15.211	0.043	14.624	0.062	14.539	0.090	AAA	222	111	000	0	0
008.591357	+48.393337	008.591357	+48.393337	00342192+4823360	15.829	0.077	15.376	0.122	15.646	0.234	ABD	222	111	000	0	0
008.601273	+48.424629	008.601273	+48.424629	00342430+4825286	14.951	0.043	14.406	0.055	14.423	0.082	AAA	222	111	000	0	0
008.596861	+48.424088	008.596861	+48.424088	00342324+4825267	16.206	0.109	15.758	0.173	15.221		ACU	220	110	000	0	0
008.591163	+48.415825	008.591163	+48.415825	00342187+4824569	14.036	0.028	13.657	0.033	13.619	0.040	AAA	222	111	000	0	0
008.588877	+48.408878	008.588877	+48.408878	00342133+4824319	16.038	0.089	15.741	0.152	15.449	0.203	ACC	222	111	000	0	0
008.624568	+48.387749	008.624568	+48.387749	00342989+4823158	14.726	0.036	14.047	0.043	14.059	0.059	AAA	222	111	000	0	0
008.593442	+48.430298	008.593442	+48.430298	00342242+4825490	14.952	0.058	14.687	0.080	14.630	0.105	AAA	222	122	0cc	0	0
008.594017	+48.428810	008.594017	+48.428810	00342256+4825437	15.037	0.044	14.766	0.073	14.664	0.106	AAA	222	122	0cc	0	0
008.570459	+48.415848	008.570459	+48.415848	00341691+4824570	12.709	0.022	12.137	0.021	12.006	0.022	AAA	222	111	000	0	0
008.600828	+48.426624	008.600828	+48.426624	00342419+4825358	13.725	0.030	13.325	0.039	13.172	0.037	AAA	222	111	000	0	0
008.599809	+48.417629	008.599809	+48.417629	00342395+4825034	16.446	0.123	15.813	0.171	16.017	0.343	BCD	222	111	000	0	0
008.622375	+48.377380	008.622375	+48.377380	00342937+4822385	16.606	0.141	16.327		15.314		BUU	200	100	000	0	0
008.569584	+48.424999	008.569584	+48.424999	00341670+4825299	16.430	0.122	15.782	0.168	15.483	0.209	BCC	222	111	000	0	0
008.568143	+48.417492	008.568143	+48.417492	00341635+4825029	14.036	0.030	13.699	0.043	13.638	0.053	AAA	222	111	000	0	0
008.598803	+48.409138	008.598803	+48.409138	00342371+4824328	15.141	0.040	14.627	0.059	14.525	0.089	AAA	222	111	000	0	0
008.625843	+48.436340	008.625843	+48.436340	00343020+4826108	14.679	0.032	14.015	0.042	13.918	0.053	AAA	222	111	000	0	0
008.636158	+48.394859	008.636158	+48.394859	00343267+4823414	16.259	0.104	15.385	0.117	15.210		ABU	220	110	000	0	0
008.645930	+48.385902	008.645930	+48.385902	00343502+4823092	15.136	0.046	14.686	0.068	14.681	0.097	AAA	222	111	000	0	0
008.682413	+48.429577	008.682413	+48.429577	00344377+4825464	16.148	0.093	15.417	0.121	15.248	0.168	ABC	222	111	000	0	0
008.662565	+48.430397	008.662565	+48.430397	00343901+4825494	15.230	0.046	14.758	0.066	14.725	0.108	AAA	222	111	000	0	0
008.658496	+48.425262	008.658496	+48.425262	00343803+4825309	15.806	0.068	15.202	0.097	14.850	0.118	AAB	222	111	000	0	0
008.680428	+48.388233	008.680428	+48.388233	00344330+4823176	16.681	0.157	16.559		16.414		CUU	200	100	000	0	0
008.662828	+48.416058	008.662828	+48.416058	00343907+4824578	13.912	0.028	13.556	0.034	13.495	0.037	AAA	222	111	000	0	0
008.655740	+48.418598	008.655740	+48.418598	00343737+4825069	15.156	0.050	14.420	0.053	14.231	0.076	AAA	222	111	000	0	0
008.673902	+48.421532	008.673902	+48.421532	00344173+4825175	16.229	0.111	16.092	0.227	15.200		BDU	220	110	ss0	0	0
008.680800	+48.422726	008.680800	+48.422726	00344339+4825218	15.338	0.051	14.795	0.070	14.489	0.084	AAA	222	111	000	0	0
008.657969	+48.416618	008.657969	+48.416618	00343791+4824598	15.345	0.055	15.099	0.092	15.062	0.142	AAB	222	111	000	0	0
008.658773	+48.430737	008.658773	+48.430737	00343810+4825506	14.629	0.036	14.239	0.051	14.114	0.061	AAA	222	111	000	0	0
008.654159	+48.404301	008.654159	+48.404301	00343699+4824154	14.019	0.028	13.481	0.038	13.295	0.037	AAA	222	111	000	0	0
008.645145	+48.387959	008.645145	+48.387959	00343483+4823166	16.036	0.089	15.599	0.140	15.022		ABU	220	110	000	0	0
008.672928	+48.391575	008.672928	+48.391575	00344150+4823296	15.925	0.082	15.288	0.105	15.039	0.143	AAB	222	111	000	0	0
008.651669	+48.419834	008.651669	+48.419834	00343640+4825114	16.190	0.095	15.395	0.120	15.333	0.190	ABC	222	111	000	0	0
008.627580	+48.418312	008.627580	+48.418312	00343061+4825059	16.007	0.078	15.463	0.121	15.687		ABU	220	110	000	0	0
008.628488	+48.404263	008.628488	+48.404263	00343083+4824153	16.266	0.110	16.148	0.262	15.591	0.229	BDD	222	111	000	0	0
008.634175	+48.404461	008.634175	+48.404461	00343220+4824160	13.589	0.024	12.970	0.027	12.705	0.029	AAA	222	111	000	0	0
008.676270	+48.391129	008.676270	+48.391129	00344230+4823280	14.741	0.032	14.444	0.062	14.288	0.071	AAA	222	111	000	0	0
008.692151	+48.402332	008.692151	+48.402332	00344611+4824083	16.582	0.131	16.047	0.207	15.752		BCU	220	110	000	0	0
008.689528	+48.423721	008.689528	+48.423721	00344548+4825253	13.932	0.028	13.627	0.027	13.465	0.036	AAA	222	111	000	0	0
008.699118	+48.434238	008.699118	+48.434238	00344778+4826032	15.469	0.060	14.782	0.062	14.482	0.086	AAA	222	111	000	0	0
008.689905	+48.389992	008.689905	+48.389992	00344557+4823239	15.065	0.041	14.565	0.063	14.388	0.076	AAA	222	111	000	0	0
008.689700	+48.380787	008.689700	+48.380787	00344552+4822508	15.195	0.047	14.936	0.080	14.911	0.114	AAB	222	111	000	0	0
008.694889	+48.383900	008.694889	+48.383900	00344677+4823020	14.889	0.038	14.449	0.053	14.367	0.080	AAA	222	111	000	0	0
007.983638	+48.492146	007.983638	+48.492146	00315607+4829317	16.100	0.083	15.871	0.122	15.683	0.192	ABC	222	111	000	0	0
007.975402	+48.472988	007.975402	+48.472988	00315409+4828227	15.534	0.053	15.069	0.070	14.971	0.099	AAA	222	111	000	0	0
007.994622	+48.495884	007.994622	+48.495884	00315870+4829451	15.959	0.077	15.396	0.084	15.534	0.168	AAC	222	111	000	0	0
007.985681	+48.463737	007.985681	+48.463737	00315656+4827494	13.198	0.022	12.910	0.024	12.812	0.026	AAA	222	111	000	0	0
007.991480	+48.447224	007.991480	+48.447224	00315795+4826500	12.367	0.021	11.875	0.021	11.813	0.022	AAA	222	111	000	0	0
007.973812	+48.464348	007.973812	+48.464348	00315371+4827516	14.364	0.028	13.816	0.037	13.729	0.041	AAA	222	111	000	0	0
008.024049	+48.481548	008.024049	+48.481548	00320577+4828535	16.222	0.094	16.128	0.172	16.057	0.260	ACD	222	111	000	0	0
008.027263	+48.499001	008.027263	+48.499001	00320654+4829564	12.193	0.022	11.708	0.023	11.625	0.022	AAA	222	111	000	0	0
008.032646	+48.487480	008.032646	+48.487480	00320783+4829149	15.101	0.038	14.760	0.057	14.658	0.076	AAA	222	111	000	0	0
008.035161	+48.478119	008.035161	+48.478119	00320843+4828412	16.721	0.135	17.485		15.904	0.226	BUD	202	101	000	0	0
